RecipeIndex,ResultItemId,ResultItemName,ResultAmount,Ingredients,CraftingStations,Conditions
2464,2763,ItemName.SolarFlareHelmet,1,3458:ItemName.FragmentSolarx10;3467:ItemName.LunarBarx8,LunarCraftingStation,
2465,2764,ItemName.SolarFlareBreastplate,1,3458:ItemName.FragmentSolarx20;3467:ItemName.LunarBarx16,LunarCraftingStation,
2466,2765,ItemName.SolarFlareLeggings,1,3458:ItemName.FragmentSolarx15;3467:ItemName.LunarBarx12,LunarCraftingStation,
2467,2786,ItemName.SolarFlarePickaxe,1,3458:ItemName.FragmentSolarx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2468,2784,ItemName.SolarFlareDrill,1,3458:ItemName.FragmentSolarx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2469,3522,ItemName.LunarHamaxeSolar,1,3458:ItemName.FragmentSolarx14;3467:ItemName.LunarBarx12,LunarCraftingStation,
2470,3473,ItemName.SolarEruption,1,3458:ItemName.FragmentSolarx18,LunarCraftingStation,
2471,3543,ItemName.DayBreak,1,3458:ItemName.FragmentSolarx18,LunarCraftingStation,
2472,3456,ItemName.FragmentVortex,1,3458:ItemName.FragmentSolarx1;3457:ItemName.FragmentNebulax1;3459:ItemName.FragmentStardustx1,LunarCraftingStation,NotDecraftable
2473,3536,ItemName.VortexMonolith,1,3456:ItemName.FragmentVortexx15,LunarCraftingStation,
2474,2757,ItemName.VortexHelmet,1,3456:ItemName.FragmentVortexx10;3467:ItemName.LunarBarx8,LunarCraftingStation,
2475,2758,ItemName.VortexBreastplate,1,3456:ItemName.FragmentVortexx20;3467:ItemName.LunarBarx16,LunarCraftingStation,
2476,2759,ItemName.VortexLeggings,1,3456:ItemName.FragmentVortexx15;3467:ItemName.LunarBarx12,LunarCraftingStation,
2477,2776,ItemName.VortexPickaxe,1,3456:ItemName.FragmentVortexx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2478,2774,ItemName.VortexDrill,1,3456:ItemName.FragmentVortexx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2479,3523,ItemName.LunarHamaxeVortex,1,3456:ItemName.FragmentVortexx14;3467:ItemName.LunarBarx12,LunarCraftingStation,
2480,3475,ItemName.VortexBeater,1,3456:ItemName.FragmentVortexx18,LunarCraftingStation,
2481,3540,ItemName.Phantasm,1,3456:ItemName.FragmentVortexx18,LunarCraftingStation,
2482,3457,ItemName.FragmentNebula,1,3458:ItemName.FragmentSolarx1;3456:ItemName.FragmentVortexx1;3459:ItemName.FragmentStardustx1,LunarCraftingStation,NotDecraftable
2483,3537,ItemName.NebulaMonolith,1,3457:ItemName.FragmentNebulax15,LunarCraftingStation,
2484,2760,ItemName.NebulaHelmet,1,3457:ItemName.FragmentNebulax10;3467:ItemName.LunarBarx8,LunarCraftingStation,
2485,2761,ItemName.NebulaBreastplate,1,3457:ItemName.FragmentNebulax20;3467:ItemName.LunarBarx16,LunarCraftingStation,
2486,2762,ItemName.NebulaLeggings,1,3457:ItemName.FragmentNebulax15;3467:ItemName.LunarBarx12,LunarCraftingStation,
2487,2781,ItemName.NebulaPickaxe,1,3457:ItemName.FragmentNebulax12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2488,2779,ItemName.NebulaDrill,1,3457:ItemName.FragmentNebulax12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2489,3524,ItemName.LunarHamaxeNebula,1,3457:ItemName.FragmentNebulax14;3467:ItemName.LunarBarx12,LunarCraftingStation,
2490,3476,ItemName.NebulaArcanum,1,3457:ItemName.FragmentNebulax18,LunarCraftingStation,
2491,3542,ItemName.NebulaBlaze,1,3457:ItemName.FragmentNebulax18,LunarCraftingStation,
2492,3459,ItemName.FragmentStardust,1,3458:ItemName.FragmentSolarx1;3456:ItemName.FragmentVortexx1;3457:ItemName.FragmentNebulax1,LunarCraftingStation,NotDecraftable
2493,3538,ItemName.StardustMonolith,1,3459:ItemName.FragmentStardustx15,LunarCraftingStation,
2494,3381,ItemName.StardustHelmet,1,3459:ItemName.FragmentStardustx10;3467:ItemName.LunarBarx8,LunarCraftingStation,
2495,3382,ItemName.StardustBreastplate,1,3459:ItemName.FragmentStardustx20;3467:ItemName.LunarBarx16,LunarCraftingStation,
2496,3383,ItemName.StardustLeggings,1,3459:ItemName.FragmentStardustx15;3467:ItemName.LunarBarx12,LunarCraftingStation,
2497,3466,ItemName.StardustPickaxe,1,3459:ItemName.FragmentStardustx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2498,3464,ItemName.StardustDrill,1,3459:ItemName.FragmentStardustx12;3467:ItemName.LunarBarx10,LunarCraftingStation,
2499,3525,ItemName.LunarHamaxeStardust,1,3459:ItemName.FragmentStardustx14;3467:ItemName.LunarBarx12,LunarCraftingStation,
2500,3474,ItemName.StardustCellStaff,1,3459:ItemName.FragmentStardustx18,LunarCraftingStation,
2501,3531,ItemName.StardustDragonStaff,1,3459:ItemName.FragmentStardustx18,LunarCraftingStation,
2502,533,ItemName.Megashark,1,98:ItemName.Minisharkx1;324:ItemName.IllegalGunPartsx1;319:ItemName.SharkFinx5;548:ItemName.SoulofMightx20,MythrilAnvil,
2503,561,ItemName.LightDisc,1,1225:ItemName.HallowedBarx20;520:ItemName.SoulofLightx15;548:ItemName.SoulofMightx25,MythrilAnvil,
2504,506,ItemName.Flamethrower,1,22:ItemName.IronBarx20;324:ItemName.IllegalGunPartsx1;547:ItemName.SoulofFrightx20,MythrilAnvil,AnyIronBar
2505,2535,ItemName.OpticStaff,1,236:ItemName.BlackLensx1;38:ItemName.Lensx2;1225:ItemName.HallowedBarx12;549:ItemName.SoulofSightx20,MythrilAnvil,
2506,494,ItemName.MagicalHarp,1,508:ItemName.Harpx1;502:ItemName.CrystalShardx20;521:ItemName.SoulofNightx8;549:ItemName.SoulofSightx15,MythrilAnvil,
2507,425,ItemName.FairyBell,1,507:ItemName.Bellx1;501:ItemName.PixieDustx25;520:ItemName.SoulofLightx8;549:ItemName.SoulofSightx10,MythrilAnvil,
2508,2343,ItemName.Minecart,1,22:ItemName.IronBarx15;9:ItemName.Woodx10,Anvils,AnyWood;AnyIronBar
2509,5125,ItemName.FartMinecart,1,2343:ItemName.Minecartx1;215:ItemName.WhoopieCushionx1,Anvils,
2510,5288,ItemName.TerraFartMinecart,1,5125:ItemName.FartMinecartx1;4731:ItemName.TerraToiletx1,Anvils,
2511,4468,ItemName.BeetleMinecart,1,2343:ItemName.Minecartx1;2218:ItemName.BeetleHuskx8,Anvils,
2512,4451,ItemName.AmethystMinecart,1,2343:ItemName.Minecartx1;1522:ItemName.LargeAmethystx1,Anvils,
2513,4452,ItemName.TopazMinecart,1,2343:ItemName.Minecartx1;1523:ItemName.LargeTopazx1,Anvils,
2514,4453,ItemName.SapphireMinecart,1,2343:ItemName.Minecartx1;1524:ItemName.LargeSapphirex1,Anvils,
2515,4454,ItemName.EmeraldMinecart,1,2343:ItemName.Minecartx1;1525:ItemName.LargeEmeraldx1,Anvils,
2516,4455,ItemName.RubyMinecart,1,2343:ItemName.Minecartx1;1526:ItemName.LargeRubyx1,Anvils,
2517,4456,ItemName.DiamondMinecart,1,2343:ItemName.Minecartx1;1527:ItemName.LargeDiamondx1,Anvils,
2518,4467,ItemName.AmberMinecart,1,2343:ItemName.Minecartx1;3643:ItemName.LargeAmberx1,Anvils,
2519,4745,ItemName.CoffinMinecart,1,22:ItemName.IronBarx5;9:ItemName.Woodx10;68:ItemName.RottenChunkx10,Anvils,GraveyardBiome;AnyWood;AnyIronBar;CorruptionWorld
2520,4745,ItemName.CoffinMinecart,1,22:ItemName.IronBarx5;9:ItemName.Woodx10;1330:ItemName.Vertebraex10,Anvils,GraveyardBiome;AnyWood;AnyIronBar;CrimsonWorld
2521,5289,ItemName.MinecartPowerup,1,3354:ItemName.MechanicalWheelPiecex1;3355:ItemName.MechanicalWagonPiecex1;3356:ItemName.MechanicalBatteryPiecex1,MythrilAnvil,
2522,2768,ItemName.DrillContainmentUnit,1,3467:ItemName.LunarBarx40;1006:ItemName.ChlorophyteBarx40;1552:ItemName.ShroomiteBarx40;3261:ItemName.SpectreBarx40;175:ItemName.HellstoneBarx40;117:ItemName.MeteoriteBarx40,MythrilAnvil,
2523,5131,ItemName.ResplendentDessert,1,4797:ItemName.KingSlimePetItemx1;4960:ItemName.QueenSlimePetItemx1,,
2524,495,ItemName.RainbowRod,1,502:ItemName.CrystalShardx10;526:ItemName.UnicornHornx2;501:ItemName.PixieDustx10;520:ItemName.SoulofLightx8;549:ItemName.SoulofSightx15,MythrilAnvil,
2525,493,ItemName.AngelWings,1,320:ItemName.Featherx10;575:ItemName.SoulofFlightx20;520:ItemName.SoulofLightx15,MythrilAnvil,
2526,492,ItemName.DemonWings,1,320:ItemName.Featherx10;575:ItemName.SoulofFlightx20;521:ItemName.SoulofNightx15,MythrilAnvil,
2527,761,ItemName.FairyWings,1,575:ItemName.SoulofFlightx20;501:ItemName.PixieDustx99,MythrilAnvil,
2528,785,ItemName.HarpyWings,1,575:ItemName.SoulofFlightx20;1516:ItemName.GiantHarpyFeatherx1,MythrilAnvil,
2529,749,ItemName.ButterflyWings,1,575:ItemName.SoulofFlightx20;1611:ItemName.ButterflyDustx1,MythrilAnvil,
2530,786,ItemName.BoneWings,1,575:ItemName.SoulofFlightx20;1517:ItemName.BoneFeatherx1,MythrilAnvil,
2531,821,ItemName.FlameWings,1,575:ItemName.SoulofFlightx20;1518:ItemName.FireFeatherx1,MythrilAnvil,
2532,822,ItemName.FrozenWings,1,575:ItemName.SoulofFlightx20;1519:ItemName.IceFeatherx1,MythrilAnvil,
2533,1165,ItemName.BatWings,1,575:ItemName.SoulofFlightx20;1520:ItemName.BrokenBatWingx1,MythrilAnvil,
2534,1515,ItemName.BeeWings,1,575:ItemName.SoulofFlightx20;1521:ItemName.TatteredBeeWingx1,MythrilAnvil,
2535,1797,ItemName.TatteredFairyWings,1,575:ItemName.SoulofFlightx20;1811:ItemName.BlackFairyDustx1,MythrilAnvil,
2536,1830,ItemName.SpookyWings,1,575:ItemName.SoulofFlightx20;1831:ItemName.SpookyTwigx1,MythrilAnvil,
2537,823,ItemName.GhostWings,1,575:ItemName.SoulofFlightx20;3261:ItemName.SpectreBarx10,MythrilAnvil,
2538,2280,ItemName.BeetleWings,1,575:ItemName.SoulofFlightx20;2218:ItemName.BeetleHuskx8,MythrilAnvil,
2539,1866,ItemName.Hoverboard,1,575:ItemName.SoulofFlightx20;1552:ItemName.ShroomiteBarx18,MythrilAnvil,
2540,3468,ItemName.WingsSolar,1,3458:ItemName.FragmentSolarx14;3467:ItemName.LunarBarx10,LunarCraftingStation,
2541,3469,ItemName.WingsVortex,1,3456:ItemName.FragmentVortexx14;3467:ItemName.LunarBarx10,LunarCraftingStation,
2542,3470,ItemName.WingsNebula,1,3457:ItemName.FragmentNebulax14;3467:ItemName.LunarBarx10,LunarCraftingStation,
2543,3471,ItemName.WingsStardust,1,3459:ItemName.FragmentStardustx14;3467:ItemName.LunarBarx10,LunarCraftingStation,
2544,250,ItemName.FishBowl,1,261:ItemName.Goldfishx1;126:ItemName.BottledWaterx1,,
2545,4398,ItemName.PupfishBowl,1,4373:ItemName.Pupfishx1;126:ItemName.BottledWaterx1,,
2546,2439,ItemName.BlueJellyfishJar,1,2436:ItemName.BlueJellyfishx1;126:ItemName.BottledWaterx1,,
2547,2440,ItemName.GreenJellyfishJar,1,2437:ItemName.GreenJellyfishx1;126:ItemName.BottledWaterx1,,
2548,2441,ItemName.PinkJellyfishJar,1,2438:ItemName.PinkJellyfishx1;126:ItemName.BottledWaterx1,,
2549,2178,ItemName.MonarchButterflyJar,1,1994:ItemName.MonarchButterflyx1;31:ItemName.Bottlex1,,
2550,2179,ItemName.PurpleEmperorButterflyJar,1,1995:ItemName.PurpleEmperorButterflyx1;31:ItemName.Bottlex1,,
2551,2180,ItemName.RedAdmiralButterflyJar,1,1996:ItemName.RedAdmiralButterflyx1;31:ItemName.Bottlex1,,
2552,2181,ItemName.UlyssesButterflyJar,1,1997:ItemName.UlyssesButterflyx1;31:ItemName.Bottlex1,,
2553,2182,ItemName.SulphurButterflyJar,1,1998:ItemName.SulphurButterflyx1;31:ItemName.Bottlex1,,
2554,2183,ItemName.TreeNymphButterflyJar,1,1999:ItemName.TreeNymphButterflyx1;31:ItemName.Bottlex1,,
2555,2184,ItemName.ZebraSwallowtailButterflyJar,1,2000:ItemName.ZebraSwallowtailButterflyx1;31:ItemName.Bottlex1,,
2556,2185,ItemName.JuliaButterflyJar,1,2001:ItemName.JuliaButterflyx1;31:ItemName.Bottlex1,,
2557,4327,ItemName.BlackDragonflyJar,1,4334:ItemName.BlackDragonflyx1;31:ItemName.Bottlex1,,
2558,4328,ItemName.BlueDragonflyJar,1,4335:ItemName.BlueDragonflyx1;31:ItemName.Bottlex1,,
2559,4329,ItemName.GreenDragonflyJar,1,4336:ItemName.GreenDragonflyx1;31:ItemName.Bottlex1,,
2560,4330,ItemName.OrangeDragonflyJar,1,4337:ItemName.OrangeDragonflyx1;31:ItemName.Bottlex1,,
2561,4331,ItemName.RedDragonflyJar,1,4338:ItemName.RedDragonflyx1;31:ItemName.Bottlex1,,
2562,4332,ItemName.YellowDragonflyJar,1,4339:ItemName.YellowDragonflyx1;31:ItemName.Bottlex1,,
2563,5133,ItemName.StinkbugCage,1,2208:ItemName.Terrariumx1;5132:ItemName.Stinkbugx1,,
2564,4846,ItemName.HellButterflyJar,1,31:ItemName.Bottlex1;4845:ItemName.HellButterflyx1,,
2565,4964,ItemName.EmpressButterflyJar,1,31:ItemName.Bottlex1;4961:ItemName.EmpressButterflyx1,,
2566,4655,ItemName.PinkFairyJar,1,31:ItemName.Bottlex1;4068:ItemName.FairyCritterPinkx1,,
2567,4656,ItemName.GreenFairyJar,1,31:ItemName.Bottlex1;4069:ItemName.FairyCritterGreenx1,,
2568,4657,ItemName.BlueFairyJar,1,31:ItemName.Bottlex1;4070:ItemName.FairyCritterBluex1,,
2569,2208,ItemName.Terrarium,1,170:ItemName.Glassx16,Furnaces,
2570,2162,ItemName.BunnyCage,1,2208:ItemName.Terrariumx1;2019:ItemName.Bunnyx1,,
2571,2163,ItemName.SquirrelCage,1,2208:ItemName.Terrariumx1;2018:ItemName.Squirrelx1,,
2572,3565,ItemName.SquirrelOrangeCage,1,2208:ItemName.Terrariumx1;3563:ItemName.SquirrelRedx1,,
2573,2206,ItemName.PenguinCage,1,2208:ItemName.Terrariumx1;2205:ItemName.Penguinx1,,
2574,2165,ItemName.DuckCage,1,2208:ItemName.Terrariumx1;2123:ItemName.Duckx1,,
2575,2164,ItemName.MallardDuckCage,1,2208:ItemName.Terrariumx1;2122:ItemName.MallardDuckx1,,
2576,2166,ItemName.BirdCage,1,2208:ItemName.Terrariumx1;2015:ItemName.Birdx1,,
2577,2167,ItemName.BlueJayCage,1,2208:ItemName.Terrariumx1;2016:ItemName.BlueJayx1,,
2578,2168,ItemName.CardinalCage,1,2208:ItemName.Terrariumx1;2017:ItemName.Cardinalx1,,
2579,5213,ItemName.ScarletMacawCage,1,2208:ItemName.Terrariumx1;5212:ItemName.ScarletMacawx1,,
2580,5301,ItemName.BlueMacawCage,1,2208:ItemName.Terrariumx1;5300:ItemName.BlueMacawx1,,
2581,5314,ItemName.ToucanCage,1,2208:ItemName.Terrariumx1;5311:ItemName.Toucanx1,,
2582,5315,ItemName.YellowCockatielCage,1,2208:ItemName.Terrariumx1;5312:ItemName.YellowCockatielx1,,
2583,5316,ItemName.GrayCockatielCage,1,2208:ItemName.Terrariumx1;5313:ItemName.GrayCockatielx1,,
2584,2190,ItemName.FrogCage,1,2208:ItemName.Terrariumx1;2121:ItemName.Frogx1,,
2585,2174,ItemName.SnailCage,1,2208:ItemName.Terrariumx1;2006:ItemName.Snailx1,,
2586,2175,ItemName.GlowingSnailCage,1,2208:ItemName.Terrariumx1;2007:ItemName.GlowingSnailx1,,
2587,2186,ItemName.ScorpionCage,1,2208:ItemName.Terrariumx1;2157:ItemName.Scorpionx1,,
2588,2187,ItemName.BlackScorpionCage,1,2208:ItemName.Terrariumx1;2156:ItemName.BlackScorpionx1,,
2589,2191,ItemName.MouseCage,1,2208:ItemName.Terrariumx1;2003:ItemName.Mousex1,,
2590,4376,ItemName.RatCage,1,2208:ItemName.Terrariumx1;4375:ItemName.Ratx1,,
2591,2207,ItemName.WormCage,1,2208:ItemName.Terrariumx1;2002:ItemName.Wormx1,,
2592,4364,ItemName.MaggotCage,1,2208:ItemName.Terrariumx1;4363:ItemName.Maggotx1,,
2593,2741,ItemName.GrasshopperCage,1,2208:ItemName.Terrariumx1;2740:ItemName.Grasshopperx1,,
2594,4380,ItemName.LadybugCage,1,2208:ItemName.Terrariumx1;4361:ItemName.LadyBugx1,,
2595,4461,ItemName.TurtleCage,1,2208:ItemName.Terrariumx1;4464:ItemName.Turtlex1,,
2596,4462,ItemName.TurtleJungleCage,1,2208:ItemName.Terrariumx1;4465:ItemName.TurtleJunglex1,,
2597,4473,ItemName.GrebeCage,1,2208:ItemName.Terrariumx1;4374:ItemName.Grebex1,,
2598,4474,ItemName.SeagullCage,1,2208:ItemName.Terrariumx1;4359:ItemName.Seagullx1,,
2599,4475,ItemName.WaterStriderCage,1,2208:ItemName.Terrariumx1;4418:ItemName.WaterStriderx1,,
2600,4481,ItemName.SeahorseCage,1,2208:ItemName.Terrariumx1;4480:ItemName.Seahorsex1,,
2601,4396,ItemName.OwlCage,1,2208:ItemName.Terrariumx1;4395:ItemName.Owlx1,,
2602,4850,ItemName.MagmaSnailCage,1,2208:ItemName.Terrariumx1;4849:ItemName.MagmaSnailx1,,
2603,4963,ItemName.TruffleWormCage,1,2208:ItemName.Terrariumx1;2673:ItemName.TruffleWormx1,,
2604,4882,ItemName.AmethystBunnyCage,1,2208:ItemName.Terrariumx1;4838:ItemName.GemBunnyAmethystx1,,
2605,4883,ItemName.TopazBunnyCage,1,2208:ItemName.Terrariumx1;4839:ItemName.GemBunnyTopazx1,,
2606,4884,ItemName.SapphireBunnyCage,1,2208:ItemName.Terrariumx1;4840:ItemName.GemBunnySapphirex1,,
2607,4885,ItemName.EmeraldBunnyCage,1,2208:ItemName.Terrariumx1;4841:ItemName.GemBunnyEmeraldx1,,
2608,4886,ItemName.RubyBunnyCage,1,2208:ItemName.Terrariumx1;4842:ItemName.GemBunnyRubyx1,,
2609,4887,ItemName.DiamondBunnyCage,1,2208:ItemName.Terrariumx1;4843:ItemName.GemBunnyDiamondx1,,
2610,4888,ItemName.AmberBunnyCage,1,2208:ItemName.Terrariumx1;4844:ItemName.GemBunnyAmberx1,,
2611,4889,ItemName.AmethystSquirrelCage,1,2208:ItemName.Terrariumx1;4831:ItemName.GemSquirrelAmethystx1,,
2612,4890,ItemName.TopazSquirrelCage,1,2208:ItemName.Terrariumx1;4832:ItemName.GemSquirrelTopazx1,,
2613,4891,ItemName.SapphireSquirrelCage,1,2208:ItemName.Terrariumx1;4833:ItemName.GemSquirrelSapphirex1,,
2614,4892,ItemName.EmeraldSquirrelCage,1,2208:ItemName.Terrariumx1;4834:ItemName.GemSquirrelEmeraldx1,,
2615,4893,ItemName.RubySquirrelCage,1,2208:ItemName.Terrariumx1;4835:ItemName.GemSquirrelRubyx1,,
2616,4894,ItemName.DiamondSquirrelCage,1,2208:ItemName.Terrariumx1;4836:ItemName.GemSquirrelDiamondx1,,
2617,4895,ItemName.AmberSquirrelCage,1,2208:ItemName.Terrariumx1;4837:ItemName.GemSquirrelAmberx1,,
2618,4483,ItemName.GoldSeahorseCage,1,2208:ItemName.Terrariumx1;4482:ItemName.GoldSeahorsex1,,
2619,4476,ItemName.GoldWaterStriderCage,1,2208:ItemName.Terrariumx1;4419:ItemName.GoldWaterStriderx1,,
2620,4275,ItemName.GoldGoldfishBowl,1,4274:ItemName.GoldGoldfishx1;126:ItemName.BottledWaterx1,,
2621,3072,ItemName.GoldButterflyCage,1,2891:ItemName.GoldButterflyx1;31:ItemName.Bottlex1,,
2622,4333,ItemName.GoldDragonflyJar,1,4340:ItemName.GoldDragonflyx1;31:ItemName.Bottlex1,,
2623,3070,ItemName.GoldBirdCage,1,2208:ItemName.Terrariumx1;2889:ItemName.GoldBirdx1,,
2624,3071,ItemName.GoldBunnyCage,1,2208:ItemName.Terrariumx1;2890:ItemName.GoldBunnyx1,,
2625,3566,ItemName.SquirrelGoldCage,1,2208:ItemName.Terrariumx1;3564:ItemName.SquirrelGoldx1,,
2626,3073,ItemName.GoldFrogCage,1,2208:ItemName.Terrariumx1;2892:ItemName.GoldFrogx1,,
2627,3074,ItemName.GoldGrasshopperCage,1,2208:ItemName.Terrariumx1;2893:ItemName.GoldGrasshopperx1,,
2628,3075,ItemName.GoldMouseCage,1,2208:ItemName.Terrariumx1;2894:ItemName.GoldMousex1,,
2629,3076,ItemName.GoldWormCage,1,2208:ItemName.Terrariumx1;2895:ItemName.GoldWormx1,,
2630,4399,ItemName.GoldLadybugCage,1,2208:ItemName.Terrariumx1;4362:ItemName.GoldLadyBugx1,,
2631,3254,ItemName.CageEnchantedNightcrawler,1,2208:ItemName.Terrariumx1;3191:ItemName.EnchantedNightcrawlerx1,,
2632,3255,ItemName.CageBuggy,1,2208:ItemName.Terrariumx1;3194:ItemName.Buggyx1,,
2633,3256,ItemName.CageGrubby,1,2208:ItemName.Terrariumx1;3192:ItemName.Grubbyx1,,
2634,3257,ItemName.CageSluggy,1,2208:ItemName.Terrariumx1;3193:ItemName.Sluggyx1,,
2635,1085,ItemName.DeepRedPaint,1,1073:ItemName.RedPaintx2,DyeVat,
2636,1086,ItemName.DeepOrangePaint,1,1074:ItemName.OrangePaintx2,DyeVat,
2637,1087,ItemName.DeepYellowPaint,1,1075:ItemName.YellowPaintx2,DyeVat,
2638,1088,ItemName.DeepLimePaint,1,1076:ItemName.LimePaintx2,DyeVat,
2639,1089,ItemName.DeepGreenPaint,1,1077:ItemName.GreenPaintx2,DyeVat,
2640,1090,ItemName.DeepTealPaint,1,1078:ItemName.TealPaintx2,DyeVat,
2641,1091,ItemName.DeepCyanPaint,1,1079:ItemName.CyanPaintx2,DyeVat,
2642,1092,ItemName.DeepSkyBluePaint,1,1080:ItemName.SkyBluePaintx2,DyeVat,
2643,1093,ItemName.DeepBluePaint,1,1081:ItemName.BluePaintx2,DyeVat,
2644,1094,ItemName.DeepPurplePaint,1,1082:ItemName.PurplePaintx2,DyeVat,
2645,1095,ItemName.DeepVioletPaint,1,1083:ItemName.VioletPaintx2,DyeVat,
2646,1096,ItemName.DeepPinkPaint,1,1084:ItemName.PinkPaintx2,DyeVat,
2647,1007,ItemName.RedDye,2,1115:ItemName.RedHuskx1,DyeVat,
2648,1008,ItemName.OrangeDye,2,1114:ItemName.OrangeBloodrootx1,DyeVat,
2649,1009,ItemName.YellowDye,2,1110:ItemName.YellowMarigoldx1,DyeVat,
2650,1010,ItemName.LimeDye,2,1112:ItemName.LimeKelpx1,DyeVat,
2651,1011,ItemName.GreenDye,2,1108:ItemName.GreenMushroomx1,DyeVat,
2652,1012,ItemName.TealDye,2,1107:ItemName.TealMushroomx1,DyeVat,
2653,1013,ItemName.CyanDye,2,1116:ItemName.CyanHuskx1,DyeVat,
2654,1014,ItemName.SkyBlueDye,2,1109:ItemName.SkyBlueFlowerx1,DyeVat,
2655,1015,ItemName.BlueDye,2,1111:ItemName.BlueBerriesx1,DyeVat,
2656,1016,ItemName.PurpleDye,2,1118:ItemName.PurpleMucosx1,DyeVat,
2657,1017,ItemName.VioletDye,2,1117:ItemName.VioletHuskx1,DyeVat,
2658,1018,ItemName.PinkDye,2,1113:ItemName.PinkPricklyPearx1,DyeVat,
2659,1050,ItemName.BlackDye,2,1119:ItemName.BlackInkx1,DyeVat,
2660,1031,ItemName.FlameDye,1,1007:ItemName.RedDyex1;1008:ItemName.OrangeDyex1;1009:ItemName.YellowDyex1,DyeVat,
2661,1033,ItemName.GreenFlameDye,1,1009:ItemName.YellowDyex1;1010:ItemName.LimeDyex1;1011:ItemName.GreenDyex1,DyeVat,
2662,1035,ItemName.BlueFlameDye,1,1013:ItemName.CyanDyex1;1014:ItemName.SkyBlueDyex1;1015:ItemName.BlueDyex1,DyeVat,
2663,1063,ItemName.IntenseFlameDye,1,1031:ItemName.FlameDyex2,DyeVat,
2664,1064,ItemName.IntenseGreenFlameDye,1,1033:ItemName.GreenFlameDyex2,DyeVat,
2665,1065,ItemName.IntenseBlueFlameDye,1,1035:ItemName.BlueFlameDyex2,DyeVat,
2666,1032,ItemName.FlameAndBlackDye,1,1031:ItemName.FlameDyex1;1050:ItemName.BlackDyex1,DyeVat,
2667,1034,ItemName.GreenFlameAndBlackDye,1,1033:ItemName.GreenFlameDyex1;1050:ItemName.BlackDyex1,DyeVat,
2668,1036,ItemName.BlueFlameAndBlackDye,1,1035:ItemName.BlueFlameDyex1;1050:ItemName.BlackDyex1,DyeVat,
2669,3550,ItemName.FlameAndSilverDye,1,1031:ItemName.FlameDyex1;1037:ItemName.SilverDyex1,DyeVat,
2670,3551,ItemName.GreenFlameAndSilverDye,1,1033:ItemName.GreenFlameDyex1;1037:ItemName.SilverDyex1,DyeVat,
2671,3552,ItemName.BlueFlameAndSilverDye,1,1035:ItemName.BlueFlameDyex1;1037:ItemName.SilverDyex1,DyeVat,
2672,1068,ItemName.YellowGradientDye,1,1008:ItemName.OrangeDyex1;1009:ItemName.YellowDyex1;1010:ItemName.LimeDyex1,DyeVat,
2673,1069,ItemName.CyanGradientDye,1,1012:ItemName.TealDyex1;1013:ItemName.CyanDyex1;1014:ItemName.SkyBlueDyex1,DyeVat,
2674,1070,ItemName.VioletGradientDye,1,1016:ItemName.PurpleDyex1;1017:ItemName.VioletDyex1;1018:ItemName.PinkDyex1,DyeVat,
2675,1066,ItemName.RainbowDye,1,1068:ItemName.YellowGradientDyex1;1069:ItemName.CyanGradientDyex1;1070:ItemName.VioletGradientDyex1,DyeVat,
2676,1067,ItemName.IntenseRainbowDye,1,1066:ItemName.RainbowDyex2,DyeVat,
2677,1019,ItemName.RedandBlackDye,1,1007:ItemName.RedDyex1;1050:ItemName.BlackDyex1,DyeVat,
2678,1020,ItemName.OrangeandBlackDye,1,1008:ItemName.OrangeDyex1;1050:ItemName.BlackDyex1,DyeVat,
2679,1021,ItemName.YellowandBlackDye,1,1009:ItemName.YellowDyex1;1050:ItemName.BlackDyex1,DyeVat,
2680,1022,ItemName.LimeandBlackDye,1,1010:ItemName.LimeDyex1;1050:ItemName.BlackDyex1,DyeVat,
2681,1023,ItemName.GreenandBlackDye,1,1011:ItemName.GreenDyex1;1050:ItemName.BlackDyex1,DyeVat,
2682,1024,ItemName.TealandBlackDye,1,1012:ItemName.TealDyex1;1050:ItemName.BlackDyex1,DyeVat,
2683,1025,ItemName.CyanandBlackDye,1,1013:ItemName.CyanDyex1;1050:ItemName.BlackDyex1,DyeVat,
2684,1026,ItemName.SkyBlueandBlackDye,1,1014:ItemName.SkyBlueDyex1;1050:ItemName.BlackDyex1,DyeVat,
2685,1027,ItemName.BlueandBlackDye,1,1015:ItemName.BlueDyex1;1050:ItemName.BlackDyex1,DyeVat,
2686,1028,ItemName.PurpleandBlackDye,1,1016:ItemName.PurpleDyex1;1050:ItemName.BlackDyex1,DyeVat,
2687,1029,ItemName.VioletandBlackDye,1,1017:ItemName.VioletDyex1;1050:ItemName.BlackDyex1,DyeVat,
2688,1030,ItemName.PinkandBlackDye,1,1018:ItemName.PinkDyex1;1050:ItemName.BlackDyex1,DyeVat,
2689,2875,ItemName.BrownAndBlackDye,1,2874:ItemName.BrownDyex1;1050:ItemName.BlackDyex1,DyeVat,
2690,1038,ItemName.BrightRedDye,1,1007:ItemName.RedDyex1;1037:ItemName.SilverDyex1,DyeVat,
