Id,Name,InternalName,Value,SellPrice
4254,GolfBallDyedViolet,GolfBallDyedViolet,10000,2000
4255,GolfBallDyedYellow,GolfBallDyedYellow,10000,2000
4256,AmberRobe,AmberRobe,150000,30000
4257,AmberHook,AmberHook,20000,4000
4258,OrangePhaseblade,OrangePhaseblade,27000,5400
4259,OrangePhasesaber,OrangePhasesaber,50000,10000
4260,OrangeStainedGlass,OrangeStainedGlass,800,160
4261,OrangePressurePlate,OrangePressurePlate,5000,1000
4262,MysticCoilSnake,MysticCoilSnake,50000,10000
4263,MagicConch,MagicConch,50000,10000
4264,GolfCart,GolfCart,500000,100000
4265,GolfChest,GolfChest,30000,6000
4266,Fake_GolfChest,Fake_GolfChest,500,100
4267,DesertChest,DesertChest,500,100
4268,Fake_DesertChest,Fake_DesertChest,500,100
4269,SanguineStaff,SanguineStaff,250000,50000
4270,SharpTears,SharpTears,200000,40000
4271,BloodMoonStarter,BloodMoonStarter,0,0
4272,DripplerFlail,DripplerFlail,200000,40000
4273,VampireFrogStaff,VampireFrogStaff,50000,10000
4274,GoldGoldfish,GoldGoldfish,500000,100000
4275,GoldGoldfishBowl,GoldGoldfishBowl,500000,100000
4276,CatBast,CatBast,100000,20000
4277,GoldStarryGlassBlock,GoldStarryGlassBlock,0,0
4278,BlueStarryGlassBlock,BlueStarryGlassBlock,0,0
4279,GoldStarryGlassWall,GoldStarryGlassWall,0,0
4280,BlueStarryGlassWall,BlueStarryGlassWall,0,0
4281,BabyBirdStaff,BabyBirdStaff,50000,10000
4282,Apricot,Apricot,10000,2000
4283,Banana,Banana,10000,2000
4284,BlackCurrant,BlackCurrant,10000,2000
4285,BloodOrange,BloodOrange,10000,2000
4286,Cherry,Cherry,10000,2000
4287,Coconut,Coconut,10000,2000
4288,Dragonfruit,Dragonfruit,10000,2000
4289,Elderberry,Elderberry,10000,2000
4290,Grapefruit,Grapefruit,10000,2000
4291,Lemon,Lemon,10000,2000
4292,Mango,Mango,10000,2000
4293,Peach,Peach,10000,2000
4294,Pineapple,Pineapple,10000,2000
4295,Plum,Plum,10000,2000
4296,Rambutan,Rambutan,10000,2000
4297,Starfruit,Starfruit,10000,2000
4298,SandstoneBathtub,SandstoneBathtub,300,60
4299,SandstoneBed,SandstoneBed,2000,400
4300,SandstoneBookcase,SandstoneBookcase,300,60
4301,SandstoneDresser,SandstoneDresser,300,60
4302,SandstoneCandelabra,SandstoneCandelabra,1500,300
4303,SandstoneCandle,SandstoneCandle,300,60
4304,SandstoneChair,SandstoneChair,150,30
4305,SandstoneChandelier,SandstoneChandelier,3000,600
4306,SandstoneClock,SandstoneClock,300,60
4307,SandstoneDoor,SandstoneDoor,200,40
4308,SandstoneLamp,SandstoneLamp,500,100
4309,SandstoneLantern,SandstoneLantern,150,30
4310,SandstonePiano,SandstonePiano,300,60
4311,SandstonePlatform,SandstonePlatform,0,0
4312,SandstoneSink,SandstoneSink,300,60
4313,SandstoneSofa,SandstoneSofa,300,60
4314,SandstoneTable,SandstoneTable,300,60
4315,SandstoneWorkbench,SandstoneWorkbench,150,30
4316,SandstoneToilet,SandstoneToilet,150,30
4317,BloodHamaxe,BloodHamaxe,100000,20000
4318,VoidMonolith,VoidMonolith,1250000,250000
4319,ArrowSign,ArrowSign,2000,400
4320,PaintedArrowSign,PaintedArrowSign,2000,400
4321,GameMasterShirt,GameMasterShirt,50000,10000
4322,GameMasterPants,GameMasterPants,50000,10000
4323,StarPrincessCrown,StarPrincessCrown,500000,100000
4324,StarPrincessDress,StarPrincessDress,500000,100000
4325,BloodFishingRod,BloodFishingRod,100000,20000
4326,FoodPlatter,FoodPlatter,150,30
4327,BlackDragonflyJar,BlackDragonflyJar,0,0
4328,BlueDragonflyJar,BlueDragonflyJar,0,0
4329,GreenDragonflyJar,GreenDragonflyJar,0,0
4330,OrangeDragonflyJar,OrangeDragonflyJar,0,0
4331,RedDragonflyJar,RedDragonflyJar,0,0
4332,YellowDragonflyJar,YellowDragonflyJar,0,0
4333,GoldDragonflyJar,GoldDragonflyJar,500000,100000
4334,BlackDragonfly,BlackDragonfly,5000,1000
4335,BlueDragonfly,BlueDragonfly,5000,1000
4336,GreenDragonfly,GreenDragonfly,5000,1000
4337,OrangeDragonfly,OrangeDragonfly,5000,1000
4338,RedDragonfly,RedDragonfly,5000,1000
4339,YellowDragonfly,YellowDragonfly,5000,1000
4340,GoldDragonfly,GoldDragonfly,500000,100000
4341,PortableStool,PortableStool,25000,5000
4342,DragonflyStatue,DragonflyStatue,300,60
4343,PaperAirplaneA,PaperAirplaneA,5000,1000
4344,PaperAirplaneB,PaperAirplaneB,5000,1000
4345,CanOfWorms,CanOfWorms,2500,500
4346,EncumberingStone,EncumberingStone,50000,10000
4347,ZapinatorGray,ZapinatorGray,170000,34000
4348,ZapinatorOrange,ZapinatorOrange,500000,100000
4349,GreenMoss,GreenMoss,0,0
4350,BrownMoss,BrownMoss,0,0
4351,RedMoss,RedMoss,0,0
4352,BlueMoss,BlueMoss,0,0
4353,PurpleMoss,PurpleMoss,0,0
4354,LavaMoss,LavaMoss,0,0
4355,BoulderStatue,BoulderStatue,300,60
4356,MusicBoxTitleAlt,MusicBoxTitleAlt,100000,20000
4357,MusicBoxStorm,MusicBoxStorm,100000,20000
4358,MusicBoxGraveyard,MusicBoxGraveyard,100000,20000
4359,Seagull,Seagull,3750,750
4360,SeagullStatue,SeagullStatue,300,60
4361,LadyBug,LadyBug,5000,1000
4362,GoldLadyBug,GoldLadyBug,500000,100000
4363,Maggot,Maggot,2500,500
4364,MaggotCage,MaggotCage,0,0
4365,CelestialWand,CelestialWand,1000000,200000
4366,EucaluptusSap,EucaluptusSap,100000,20000
4367,KiteBlue,KiteBlue,20000,4000
4368,KiteBlueAndYellow,KiteBlueAndYellow,20000,4000
4369,KiteRed,KiteRed,20000,4000
4370,KiteRedAndYellow,KiteRedAndYellow,20000,4000
4371,KiteYellow,KiteYellow,20000,4000
4372,IvyGuitar,IvyGuitar,10000,2000
4373,Pupfish,Pupfish,3750,750
4374,Grebe,Grebe,3750,750
4375,Rat,Rat,5000,1000
4376,RatCage,RatCage,0,0
4377,KryptonMoss,KryptonMoss,0,0
4378,XenonMoss,XenonMoss,0,0
4379,KiteWyvern,KiteWyvern,20000,4000
4380,LadybugCage,LadybugCage,0,0
4381,BloodRainBow,BloodRainBow,50000,10000
4382,CombatBook,CombatBook,0,0
4383,DesertTorch,DesertTorch,60,12
4384,CoralTorch,CoralTorch,60,12
4385,CorruptTorch,CorruptTorch,60,12
4386,CrimsonTorch,CrimsonTorch,60,12
4387,HallowedTorch,HallowedTorch,60,12
4388,JungleTorch,JungleTorch,60,12
4389,ArgonMoss,ArgonMoss,0,0
4390,RollingCactus,RollingCactus,0,0
4391,ThinIce,ThinIce,0,0
4392,EchoBlock,EchoBlock,1000,200
4393,ScarabFish,ScarabFish,0,0
4394,ScorpioFish,ScorpioFish,0,0
4395,Owl,Owl,5000,1000
4396,OwlCage,OwlCage,0,0
4397,OwlStatue,OwlStatue,300,60
4398,PupfishBowl,PupfishBowl,10000,2000
4399,GoldLadybugCage,GoldLadybugCage,500000,100000
4400,Geode,Geode,2500,500
4401,Flounder,Flounder,750,150
4402,RockLobster,RockLobster,5000,1000
4403,LobsterTail,LobsterTail,10000,2000
4404,FloatingTube,FloatingTube,10000,2000
4405,FrozenCrate,FrozenCrate,50000,10000
4406,FrozenCrateHard,FrozenCrateHard,50000,10000
4407,OasisCrate,OasisCrate,50000,10000
4408,OasisCrateHard,OasisCrateHard,50000,10000
4409,SpectreGoggles,SpectreGoggles,100000,20000
4410,Oyster,Oyster,500,100
4411,ShuckedOyster,ShuckedOyster,10000,2000
4412,WhitePearl,WhitePearl,50000,10000
4413,BlackPearl,BlackPearl,150000,30000
4414,PinkPearl,PinkPearl,750000,150000
4415,StoneDoor,StoneDoor,200,40
4416,StonePlatform,StonePlatform,0,0
4417,OasisFountain,OasisFountain,40000,8000
4418,WaterStrider,WaterStrider,5000,1000
4419,GoldWaterStrider,GoldWaterStrider,500000,100000
4420,LawnFlamingo,LawnFlamingo,50000,10000
4421,MusicBoxUndergroundJungle,MusicBoxUndergroundJungle,100000,20000
4422,Grate,Grate,0,0
4423,ScarabBomb,ScarabBomb,1500,300
4424,WroughtIronFence,WroughtIronFence,0,0
4425,SharkBait,SharkBait,50000,10000
4426,BeeMinecart,BeeMinecart,50000,10000
4427,LadybugMinecart,LadybugMinecart,25000,5000
4428,PigronMinecart,PigronMinecart,50000,10000
4429,SunflowerMinecart,SunflowerMinecart,25000,5000
4430,PottedForestCedar,PottedForestCedar,30000,6000
4431,PottedJungleCedar,PottedJungleCedar,30000,6000
4432,PottedHallowCedar,PottedHallowCedar,30000,6000
4433,PottedForestTree,PottedForestTree,30000,6000
4434,PottedJungleTree,PottedJungleTree,30000,6000
4435,PottedHallowTree,PottedHallowTree,30000,6000
4436,PottedForestPalm,PottedForestPalm,30000,6000
4437,PottedJunglePalm,PottedJunglePalm,30000,6000
4438,PottedHallowPalm,PottedHallowPalm,30000,6000
4439,PottedForestBamboo,PottedForestBamboo,30000,6000
4440,PottedJungleBamboo,PottedJungleBamboo,30000,6000
4441,PottedHallowBamboo,PottedHallowBamboo,30000,6000
4442,ScarabFishingRod,ScarabFishingRod,100000,20000
4443,HellMinecart,HellMinecart,50000,10000
4444,WitchBroom,WitchBroom,250000,50000
4445,ClusterRocketI,ClusterRocketI,750,150
4446,ClusterRocketII,ClusterRocketII,1500,300
4447,WetRocket,WetRocket,5000,1000
4448,LavaRocket,LavaRocket,5000,1000
4449,HoneyRocket,HoneyRocket,5000,1000
4450,ShroomMinecart,ShroomMinecart,50000,10000
4451,AmethystMinecart,AmethystMinecart,50000,10000
4452,TopazMinecart,TopazMinecart,50000,10000
4453,SapphireMinecart,SapphireMinecart,50000,10000
4454,EmeraldMinecart,EmeraldMinecart,50000,10000
4455,RubyMinecart,RubyMinecart,50000,10000
4456,DiamondMinecart,DiamondMinecart,50000,10000
4457,MiniNukeI,MiniNukeI,500,100
4458,MiniNukeII,MiniNukeII,1000,200
4459,DryRocket,DryRocket,5000,1000
4460,SandcastleBucket,SandcastleBucket,50000,10000
4461,TurtleCage,TurtleCage,0,0
4462,TurtleJungleCage,TurtleJungleCage,0,0
4463,Gladius,Gladius,15000,3000
4464,Turtle,Turtle,5000,1000
4465,TurtleJungle,TurtleJungle,5000,1000
4466,TurtleStatue,TurtleStatue,300,60
4467,AmberMinecart,AmberMinecart,50000,10000
4468,BeetleMinecart,BeetleMinecart,200000,40000
4469,MeowmereMinecart,MeowmereMinecart,500000,100000
4470,PartyMinecart,PartyMinecart,100000,20000
4471,PirateMinecart,PirateMinecart,50000,10000
4472,SteampunkMinecart,SteampunkMinecart,100000,20000
4473,GrebeCage,GrebeCage,0,0
4474,SeagullCage,SeagullCage,0,0
4475,WaterStriderCage,WaterStriderCage,0,0
4476,GoldWaterStriderCage,GoldWaterStriderCage,500000,100000
4477,LuckPotionLesser,LuckPotionLesser,50000,10000
4478,LuckPotion,LuckPotion,250000,50000
4479,LuckPotionGreater,LuckPotionGreater,1250000,250000
4480,Seahorse,Seahorse,7500,1500
4481,SeahorseCage,SeahorseCage,0,0
4482,GoldSeahorse,GoldSeahorse,500000,100000
4483,GoldSeahorseCage,GoldSeahorseCage,500000,100000
4484,TimerOneHalfSecond,TimerOneHalfSecond,20000,4000
4485,TimerOneFourthSecond,TimerOneFourthSecond,20000,4000
4486,EbonstoneEcho,EbonstoneEcho,0,0
4487,MudWallEcho,MudWallEcho,0,0
4488,PearlstoneEcho,PearlstoneEcho,0,0
4489,SnowWallEcho,SnowWallEcho,0,0
4490,AmethystEcho,AmethystEcho,0,0
4491,TopazEcho,TopazEcho,0,0
4492,SapphireEcho,SapphireEcho,0,0
4493,EmeraldEcho,EmeraldEcho,0,0
4494,RubyEcho,RubyEcho,0,0
4495,DiamondEcho,DiamondEcho,0,0
4496,Cave1Echo,Cave1Echo,0,0
4497,Cave2Echo,Cave2Echo,0,0
4498,Cave3Echo,Cave3Echo,0,0
4499,Cave4Echo,Cave4Echo,0,0
4500,Cave5Echo,Cave5Echo,0,0
4501,Cave6Echo,Cave6Echo,0,0
4502,Cave7Echo,Cave7Echo,0,0
4503,SpiderEcho,SpiderEcho,0,0
4504,CorruptGrassEcho,CorruptGrassEcho,250,50
4505,HallowedGrassEcho,HallowedGrassEcho,250,50
4506,IceEcho,IceEcho,0,0
4507,ObsidianBackEcho,ObsidianBackEcho,0,0
4508,CrimsonGrassEcho,CrimsonGrassEcho,250,50
4509,CrimstoneEcho,CrimstoneEcho,0,0
4510,CaveWall1Echo,CaveWall1Echo,0,0
4511,CaveWall2Echo,CaveWall2Echo,0,0
4512,Cave8Echo,Cave8Echo,0,0
4513,Corruption1Echo,Corruption1Echo,0,0
4514,Corruption2Echo,Corruption2Echo,0,0
4515,Corruption3Echo,Corruption3Echo,0,0
4516,Corruption4Echo,Corruption4Echo,0,0
4517,Crimson1Echo,Crimson1Echo,0,0
4518,Crimson2Echo,Crimson2Echo,0,0
4519,Crimson3Echo,Crimson3Echo,0,0
4520,Crimson4Echo,Crimson4Echo,0,0
4521,Dirt1Echo,Dirt1Echo,0,0
4522,Dirt2Echo,Dirt2Echo,0,0
4523,Dirt3Echo,Dirt3Echo,0,0
4524,Dirt4Echo,Dirt4Echo,0,0
4525,Hallow1Echo,Hallow1Echo,0,0
4526,Hallow2Echo,Hallow2Echo,0,0
4527,Hallow3Echo,Hallow3Echo,0,0
4528,Hallow4Echo,Hallow4Echo,0,0
4529,Jungle1Echo,Jungle1Echo,0,0
4530,Jungle2Echo,Jungle2Echo,0,0
4531,Jungle3Echo,Jungle3Echo,0,0
4532,Jungle4Echo,Jungle4Echo,0,0
4533,Lava1Echo,Lava1Echo,0,0
4534,Lava2Echo,Lava2Echo,0,0
4535,Lava3Echo,Lava3Echo,0,0
4536,Lava4Echo,Lava4Echo,0,0
4537,Rocks1Echo,Rocks1Echo,0,0
4538,Rocks2Echo,Rocks2Echo,0,0
4539,Rocks3Echo,Rocks3Echo,0,0
4540,Rocks4Echo,Rocks4Echo,0,0
4541,TheBrideBanner,TheBrideBanner,1000,200
4542,ZombieMermanBanner,ZombieMermanBanner,1000,200
4543,EyeballFlyingFishBanner,EyeballFlyingFishBanner,1000,200
4544,BloodSquidBanner,BloodSquidBanner,1000,200
4545,BloodEelBanner,BloodEelBanner,1000,200
4546,GoblinSharkBanner,GoblinSharkBanner,1000,200
4547,LargeBambooBlock,LargeBambooBlock,100,20
4548,LargeBambooBlockWall,LargeBambooBlockWall,0,0
4549,DemonHorns,DemonHorns,25000,5000
4550,BambooLeaf,BambooLeaf,1000000,200000
4551,HellCake,HellCake,100000,20000
4552,FogMachine,FogMachine,40000,8000
4553,PlasmaLamp,PlasmaLamp,20000,4000
4554,MarbleColumn,MarbleColumn,0,0
4555,ChefHat,ChefHat,25000,5000
4556,ChefShirt,ChefShirt,25000,5000
4557,ChefPants,ChefPants,25000,5000
4558,StarHairpin,StarHairpin,20000,4000
4559,HeartHairpin,HeartHairpin,20000,4000
4560,BunnyEars,BunnyEars,30000,6000
4561,DevilHorns,DevilHorns,25000,5000
4562,Fedora,Fedora,25000,5000
4563,UnicornHornHat,UnicornHornHat,25000,5000
4564,BambooBlock,BambooBlock,100,20
4565,BambooBlockWall,BambooBlockWall,0,0
4566,BambooBathtub,BambooBathtub,300,60
4567,BambooBed,BambooBed,2000,400
4568,BambooBookcase,BambooBookcase,300,60
4569,BambooDresser,BambooDresser,300,60
4570,BambooCandelabra,BambooCandelabra,1500,300
4571,BambooCandle,BambooCandle,300,60
4572,BambooChair,BambooChair,150,30
4573,BambooChandelier,BambooChandelier,3000,600
4574,BambooChest,BambooChest,500,100
4575,BambooClock,BambooClock,300,60
4576,BambooDoor,BambooDoor,200,40
4577,BambooLamp,BambooLamp,500,100
4578,BambooLantern,BambooLantern,150,30
4579,BambooPiano,BambooPiano,300,60
4580,BambooPlatform,BambooPlatform,0,0
4581,BambooSink,BambooSink,300,60
4582,BambooSofa,BambooSofa,300,60
4583,BambooTable,BambooTable,300,60
4584,BambooWorkbench,BambooWorkbench,150,30
4585,Fake_BambooChest,Fake_BambooChest,500,100
4586,BambooToilet,BambooToilet,150,30
4587,GolfClubStoneIron,GolfClubStoneIron,1000,200
4588,GolfClubRustyPutter,GolfClubRustyPutter,1000,200
4589,GolfClubBronzeWedge,GolfClubBronzeWedge,1000,200
4590,GolfClubWoodDriver,GolfClubWoodDriver,1000,200
4591,GolfClubMythrilIron,GolfClubMythrilIron,100000,20000
4592,GolfClubLeadPutter,GolfClubLeadPutter,100000,20000
4593,GolfClubGoldWedge,GolfClubGoldWedge,100000,20000
4594,GolfClubPearlwoodDriver,GolfClubPearlwoodDriver,100000,20000
4595,GolfClubTitaniumIron,GolfClubTitaniumIron,250000,50000
4596,GolfClubShroomitePutter,GolfClubShroomitePutter,250000,50000
4597,GolfClubDiamondWedge,GolfClubDiamondWedge,250000,50000
4598,GolfClubChlorophyteDriver,GolfClubChlorophyteDriver,250000,50000
4599,GolfTrophyBronze,GolfTrophyBronze,10000,2000
4600,GolfTrophySilver,GolfTrophySilver,10000,2000
4601,GolfTrophyGold,GolfTrophyGold,10000,2000
4602,BloodNautilusBanner,BloodNautilusBanner,1000,200
4603,BirdieRattle,BirdieRattle,1000000,200000
4604,ExoticEasternChewToy,ExoticEasternChewToy,1000000,200000
4605,BedazzledNectar,BedazzledNectar,1000000,200000
4606,MusicBoxJungleNight,MusicBoxJungleNight,100000,20000
4607,StormTigerStaff,StormTigerStaff,1000000,200000
4608,ChumBucket,ChumBucket,2500,500
4609,GardenGnome,GardenGnome,50000,10000
4610,KiteBoneSerpent,KiteBoneSerpent,20000,4000
4611,KiteWorldFeeder,KiteWorldFeeder,20000,4000
4612,KiteBunny,KiteBunny,20000,4000
4613,KitePigron,KitePigron,20000,4000
4614,AppleJuice,AppleJuice,10000,2000
4615,GrapeJuice,GrapeJuice,40000,8000
4616,Lemonade,Lemonade,10000,2000
4617,BananaDaiquiri,BananaDaiquiri,10000,2000
4618,PeachSangria,PeachSangria,10000,2000
4619,PinaColada,PinaColada,20000,4000
4620,TropicalSmoothie,TropicalSmoothie,20000,4000
4621,BloodyMoscato,BloodyMoscato,20000,4000
4622,SmoothieofDarkness,SmoothieofDarkness,20000,4000
4623,PrismaticPunch,PrismaticPunch,20000,4000
4624,FruitJuice,FruitJuice,20000,4000
4625,FruitSalad,FruitSalad,30000,6000
4626,AndrewSphinx,AndrewSphinx,5000,1000
4627,WatchfulAntlion,WatchfulAntlion,5000,1000
4628,BurningSpirit,BurningSpirit,5000,1000
4629,JawsOfDeath,JawsOfDeath,5000,1000
4630,TheSandsOfSlime,TheSandsOfSlime,5000,1000
4631,SnakesIHateSnakes,SnakesIHateSnakes,5000,1000
4632,LifeAboveTheSand,LifeAboveTheSand,5000,1000
4633,Oasis,Oasis,5000,1000
4634,PrehistoryPreserved,PrehistoryPreserved,5000,1000
4635,AncientTablet,AncientTablet,5000,1000
4636,Uluru,Uluru,5000,1000
4637,VisitingThePyramids,VisitingThePyramids,5000,1000
4638,BandageBoy,BandageBoy,5000,1000
4639,DivineEye,DivineEye,5000,1000
4640,AmethystStoneBlock,AmethystStoneBlock,500,100
4641,TopazStoneBlock,TopazStoneBlock,500,100
4642,SapphireStoneBlock,SapphireStoneBlock,500,100
4643,EmeraldStoneBlock,EmeraldStoneBlock,500,100
4644,RubyStoneBlock,RubyStoneBlock,500,100
4645,DiamondStoneBlock,DiamondStoneBlock,500,100
4646,AmberStoneBlock,AmberStoneBlock,500,100
4647,AmberStoneWallEcho,AmberStoneWallEcho,0,0
4648,KiteManEater,KiteManEater,20000,4000
4649,KiteJellyfishBlue,KiteJellyfishBlue,20000,4000
4650,KiteJellyfishPink,KiteJellyfishPink,20000,4000
4651,KiteShark,KiteShark,20000,4000
4652,SuperHeroMask,SuperHeroMask,25000,5000
4653,SuperHeroCostume,SuperHeroCostume,25000,5000
4654,SuperHeroTights,SuperHeroTights,25000,5000
4655,PinkFairyJar,PinkFairyJar,0,0
4656,GreenFairyJar,GreenFairyJar,0,0
4657,BlueFairyJar,BlueFairyJar,0,0
4658,GolfPainting1,GolfPainting1,10000,2000
4659,GolfPainting2,GolfPainting2,10000,2000
4660,GolfPainting3,GolfPainting3,10000,2000
4661,GolfPainting4,GolfPainting4,10000,2000
4662,FogboundDye,FogboundDye,75000,15000
4663,BloodbathDye,BloodbathDye,75000,15000
4664,PrettyPinkDressSkirt,PrettyPinkDressSkirt,200000,40000
4665,PrettyPinkDressPants,PrettyPinkDressPants,200000,40000
4666,PrettyPinkRibbon,PrettyPinkRibbon,150000,30000
4667,BambooFence,BambooFence,0,0
4668,GlowPaint,GlowPaint,200,40
4669,KiteSandShark,KiteSandShark,20000,4000
4670,KiteBunnyCorrupt,KiteBunnyCorrupt,20000,4000
4671,KiteBunnyCrimson,KiteBunnyCrimson,20000,4000
4672,BlandWhip,BlandWhip,100000,20000
4673,DrumStick,DrumStick,5000,1000
4674,KiteGoldfish,KiteGoldfish,20000,4000
4675,KiteAngryTrapper,KiteAngryTrapper,20000,4000
4676,KiteKoi,KiteKoi,20000,4000
4677,KiteCrawltipede,KiteCrawltipede,20000,4000
4678,SwordWhip,SwordWhip,230000,46000
4679,MaceWhip,MaceWhip,300000,60000
4680,ScytheWhip,ScytheWhip,500000,100000
4681,KiteSpectrum,KiteSpectrum,20000,4000
4682,ReleaseDoves,ReleaseDoves,100,20
4683,KiteWanderingEye,KiteWanderingEye,20000,4000
4684,KiteUnicorn,KiteUnicorn,20000,4000
4685,UndertakerHat,UndertakerHat,100000,20000
4686,UndertakerCoat,UndertakerCoat,100000,20000
4687,DandelionBanner,DandelionBanner,1000,200
4688,GnomeBanner,GnomeBanner,1000,200
4689,DesertCampfire,DesertCampfire,0,0
4690,CoralCampfire,CoralCampfire,0,0
4691,CorruptCampfire,CorruptCampfire,0,0
4692,CrimsonCampfire,CrimsonCampfire,0,0
4693,HallowedCampfire,HallowedCampfire,0,0
4694,JungleCampfire,JungleCampfire,0,0
4695,SoulBottleLight,SoulBottleLight,1000,200
4696,SoulBottleNight,SoulBottleNight,1000,200
4697,SoulBottleFlight,SoulBottleFlight,1000,200
4698,SoulBottleSight,SoulBottleSight,40000,8000
4699,SoulBottleMight,SoulBottleMight,40000,8000
4700,SoulBottleFright,SoulBottleFright,40000,8000
4701,MudBud,MudBud,500000,100000
4702,ReleaseLantern,ReleaseLantern,100,20
4703,QuadBarrelShotgun,QuadBarrelShotgun,350000,70000
4704,FuneralHat,FuneralHat,100000,20000
4705,FuneralCoat,FuneralCoat,100000,20000
4706,FuneralPants,FuneralPants,100000,20000
4707,TragicUmbrella,TragicUmbrella,100000,20000
4708,VictorianGothHat,VictorianGothHat,100000,20000
4709,VictorianGothDress,VictorianGothDress,100000,20000
4710,TatteredWoodSign,TatteredWoodSign,0,0
4711,GravediggerShovel,GravediggerShovel,5000,1000
4712,DungeonDesertChest,DungeonDesertChest,2500,500
4713,Fake_DungeonDesertChest,Fake_DungeonDesertChest,500,100
4714,DungeonDesertKey,DungeonDesertKey,0,0
4715,SparkleGuitar,SparkleGuitar,500000,100000
4716,MolluskWhistle,MolluskWhistle,200000,40000
4717,BorealBeam,BorealBeam,0,0
4718,RichMahoganyBeam,RichMahoganyBeam,0,0
4719,GraniteColumn,GraniteColumn,0,0
4720,SandstoneColumn,SandstoneColumn,0,0
4721,MushroomBeam,MushroomBeam,0,0
4722,FirstFractal,FirstFractal,1000000,200000
4723,Nevermore,Nevermore,10000,2000
4724,Reborn,Reborn,10000,2000
4725,Graveyard,Graveyard,10000,2000
4726,GhostManifestation,GhostManifestation,10000,2000
4727,WickedUndead,WickedUndead,10000,2000
4728,BloodyGoblet,BloodyGoblet,10000,2000
4729,StillLife,StillLife,10000,2000
4730,GhostarsWings,GhostarsWings,400000,80000
4731,TerraToilet,TerraToilet,150,30
4732,GhostarSkullPin,GhostarSkullPin,250000,50000
4733,GhostarShirt,GhostarShirt,250000,50000
4734,GhostarPants,GhostarPants,250000,50000
4735,BallOfFuseWire,BallOfFuseWire,500000,100000
4736,FullMoonSqueakyToy,FullMoonSqueakyToy,300000,60000
4737,OrnateShadowKey,OrnateShadowKey,100000,20000
4738,DrManFlyMask,DrManFlyMask,25000,5000
4739,DrManFlyLabCoat,DrManFlyLabCoat,25000,5000
4740,ButcherMask,ButcherMask,25000,5000
4741,ButcherApron,ButcherApron,25000,5000
4742,ButcherPants,ButcherPants,25000,5000
4743,Football,Football,20,4
4744,HunterCloak,HunterCloak,150000,30000
4745,CoffinMinecart,CoffinMinecart,10000,2000
4746,SafemanWings,SafemanWings,400000,80000
4747,SafemanSunHair,SafemanSunHair,250000,50000
4748,SafemanSunDress,SafemanSunDress,250000,50000
4749,SafemanDressLeggings,SafemanDressLeggings,250000,50000
4750,FoodBarbarianWings,FoodBarbarianWings,400000,80000
4751,FoodBarbarianHelm,FoodBarbarianHelm,250000,50000
4752,FoodBarbarianArmor,FoodBarbarianArmor,250000,50000
4753,FoodBarbarianGreaves,FoodBarbarianGreaves,250000,50000
4754,GroxTheGreatWings,GroxTheGreatWings,400000,80000
4755,GroxTheGreatHelm,GroxTheGreatHelm,250000,50000
4756,GroxTheGreatArmor,GroxTheGreatArmor,250000,50000
4757,GroxTheGreatGreaves,GroxTheGreatGreaves,250000,50000
4758,Smolstar,Smolstar,50000,10000
4759,SquirrelHook,SquirrelHook,20000,4000
4760,BouncingShield,BouncingShield,350000,70000
4761,RockGolemHead,RockGolemHead,0,0
4762,CritterShampoo,CritterShampoo,100000,20000
4763,DiggingMoleMinecart,DiggingMoleMinecart,500000,100000
4764,Shroomerang,Shroomerang,30000,6000
4765,TreeGlobe,TreeGlobe,30000,6000
4766,WorldGlobe,WorldGlobe,30000,6000
4767,DontHurtCrittersBook,DontHurtCrittersBook,50000,10000
4768,DogEars,DogEars,30000,6000
4769,DogTail,DogTail,30000,6000
4770,FoxEars,FoxEars,30000,6000
4771,FoxTail,FoxTail,30000,6000
4772,LizardEars,LizardEars,30000,6000
4773,LizardTail,LizardTail,30000,6000
4774,PandaEars,PandaEars,25000,5000
4775,BunnyTail,BunnyTail,30000,6000
4776,FairyGlowstick,FairyGlowstick,75,15
4777,LightningCarrot,LightningCarrot,500000,100000
4778,HallowBossDye,HallowBossDye,75000,15000
4779,MushroomHat,MushroomHat,0,0
4780,MushroomVest,MushroomVest,0,0
4781,MushroomPants,MushroomPants,0,0
4782,FairyQueenBossBag,FairyQueenBossBag,0,0
4783,FairyQueenTrophy,FairyQueenTrophy,50000,10000
4784,FairyQueenMask,FairyQueenMask,37500,7500
4785,PaintedHorseSaddle,PaintedHorseSaddle,250000,50000
4786,MajesticHorseSaddle,MajesticHorseSaddle,250000,50000
4787,DarkHorseSaddle,DarkHorseSaddle,250000,50000
4788,JoustingLance,JoustingLance,60000,12000
4789,ShadowJoustingLance,ShadowJoustingLance,500000,100000
4790,HallowJoustingLance,HallowJoustingLance,230000,46000
4791,PogoStick,PogoStick,250000,50000
4792,PirateShipMountItem,PirateShipMountItem,250000,50000
4793,SpookyWoodMountItem,SpookyWoodMountItem,250000,50000
4794,SantankMountItem,SantankMountItem,250000,50000
4795,WallOfFleshGoatMountItem,WallOfFleshGoatMountItem,250000,50000
4796,DarkMageBookMountItem,DarkMageBookMountItem,250000,50000
4797,KingSlimePetItem,KingSlimePetItem,250000,50000
4798,EyeOfCthulhuPetItem,EyeOfCthulhuPetItem,250000,50000
4799,EaterOfWorldsPetItem,EaterOfWorldsPetItem,250000,50000
4800,BrainOfCthulhuPetItem,BrainOfCthulhuPetItem,250000,50000
